date,channel,spend_gbp,impressions,clicks
2024-08-28,tiktok,135.53,23777,493
2024-08-29,meta,454.4,46893,796
2024-08-29,google,176.77,12921,426
2024-08-29,tiktok,147.94,25954,539
2024-08-30,meta,399.91,41270,701
2024-08-30,google,202.35,14791,488
2024-08-30,tiktok,123.53,21671,450
2024-08-31,meta,405.01,41796,710
2024-08-31,google,189.44,13847,457
2024-08-31,tiktok,155.71,27317,567
2024-09-01,meta,356.23,36128,608
2024-09-01,google,188.64,13551,443
2024-09-01,tiktok,149.51,25777,530
2024-09-02,meta,382.48,38791,653
2024-09-02,google,168.45,12101,396
2024-09-02,tiktok,122.14,21058,433
2024-09-03,meta,465.35,47195,795
2024-09-03,google,209.14,15024,492
2024-09-03,tiktok,122.7,21155,435
2024-09-04,meta,367.76,37298,628
2024-09-04,google,180.82,12989,425
2024-09-04,tiktok,144.17,24856,511
2024-09-05,meta,402.32,40803,687
2024-09-05,google,180.89,12994,425
2024-09-05,tiktok,127.39,21963,452
2024-09-06,meta,364.28,36945,622
2024-09-06,google,171.05,12288,402
2024-09-06,tiktok,123.87,21356,439
2024-09-07,meta,408.29,41408,697
2024-09-07,google,165.48,11887,389
2024-09-07,tiktok,151.17,26063,536
2024-09-08,meta,350.24,35521,598
2024-09-08,google,169.1,12147,397
2024-09-08,tiktok,128.53,22160,456
2024-09-09,meta,365.43,37061,624
2024-09-09,google,207.19,14884,487
2024-09-09,tiktok,140.28,24186,498
2024-09-10,meta,415.92,42182,710
2024-09-10,google,208.14,14952,489
2024-09-10,tiktok,140.58,24237,499
2024-09-11,meta,423.24,42924,723
2024-09-11,google,168.49,12104,396
2024-09-11,tiktok,135.63,23384,481
2024-09-12,meta,351.15,35613,600
2024-09-12,google,173.82,12487,409
2024-09-12,tiktok,134.23,23143,476
2024-09-13,meta,364.17,36934,622
2024-09-13,google,184.59,13260,434
2024-09-13,tiktok,154.94,26713,550
2024-09-14,meta,359.15,36424,613
2024-09-14,google,209.0,15014,491
2024-09-14,tiktok,122.62,21141,435
2024-09-15,meta,418.79,42473,715
2024-09-15,google,171.77,12339,404
2024-09-15,tiktok,157.33,27125,558
2024-09-16,meta,350.45,35542,598
2024-09-16,google,209.6,15057,493
2024-09-16,tiktok,121.22,20900,430
2024-09-17,meta,422.13,42812,721
2024-09-17,google,206.23,14815,485
2024-09-17,tiktok,149.96,25855,532
2024-09-18,meta,356.08,36113,608
2024-09-18,google,181.41,13032,426
2024-09-18,tiktok,144.93,24987,514
2024-09-19,meta,367.34,37255,627
2024-09-19,google,189.63,13622,446
2024-09-19,tiktok,119.07,20529,422
2024-09-20,meta,374.62,37993,640
2024-09-20,google,184.32,13241,433
2024-09-20,tiktok,119.66,20631,424
2024-09-21,meta,351.83,35682,601
2024-09-21,google,190.89,13713,449
2024-09-21,tiktok,155.38,26789,551
2024-09-22,meta,457.24,46373,781
2024-09-22,google,164.23,11798,386
2024-09-22,tiktok,143.24,24696,508
2024-09-23,meta,348.76,35371,595
2024-09-23,google,207.73,14923,488
2024-09-23,tiktok,149.87,25839,532
2024-09-24,meta,395.86,40148,676
2024-09-24,google,180.88,12994,425
2024-09-24,tiktok,154.46,26631,548
2024-09-25,meta,377.19,38254,644
2024-09-25,google,181.75,13056,427
2024-09-25,tiktok,157.39,27136,558
2024-09-26,meta,409.03,41483,698
2024-09-26,google,209.35,15039,492
2024-09-26,tiktok,124.86,21527,443
2024-09-27,meta,425.91,43195,727
2024-09-27,google,174.98,12570,411
2024-09-27,tiktok,120.35,20750,427
2024-09-28,meta,435.77,44195,744
2024-09-28,google,212.8,15287,500
2024-09-28,tiktok,118.62,20451,421
2024-09-29,meta,438.58,44480,749
2024-09-29,google,209.44,15045,492
2024-09-29,tiktok,147.13,25367,522
2024-09-30,meta,457.21,46370,781
2024-09-30,google,178.82,12846,420
2024-09-30,tiktok,128.38,22134,455
2024-10-01,meta,383.79,38264,639
2024-10-01,google,161.42,11399,370
2024-10-01,tiktok,160.92,27274,556
2024-10-02,meta,447.34,44600,744
2024-10-02,google,183.65,12969,421
2024-10-02,tiktok,134.19,22744,464
2024-10-03,meta,366.29,36519,610
2024-10-03,google,177.51,12536,407
2024-10-03,tiktok,155.77,26401,539
2024-10-04,meta,392.03,39085,652
2024-10-04,google,212.84,15031,488
2024-10-04,tiktok,140.98,23894,487
2024-10-05,meta,362.16,36107,603
2024-10-05,google,210.35,14855,482
2024-10-05,tiktok,148.63,25191,514
2024-10-06,meta,459.95,45857,765
2024-10-06,google,213.36,15067,489
2024-10-06,tiktok,124.63,21123,431
2024-10-07,meta,385.62,38446,642
2024-10-07,google,166.97,11791,382
2024-10-07,tiktok,145.49,24659,503
2024-10-08,meta,413.62,41238,688
2024-10-08,google,162.99,11510,373
2024-10-08,tiktok,157.1,26627,543
2024-10-09,meta,431.72,43042,718
2024-10-09,google,212.75,15024,487
2024-10-09,tiktok,154.04,26108,533
2024-10-10,meta,394.72,39353,657
2024-10-10,google,159.89,11291,366
2024-10-10,tiktok,133.5,22627,461
2024-10-11,meta,438.19,43687,729
2024-10-11,google,171.26,12094,392
2024-10-11,tiktok,144.45,24483,499
2024-10-12,meta,443.56,44223,738
2024-10-12,google,183.3,12944,420
2024-10-12,tiktok,130.51,22120,451
2024-10-13,meta,428.81,42752,714
2024-10-13,google,172.43,12177,395
2024-10-13,tiktok,136.67,23164,472
2024-10-14,meta,441.12,43980,734
2024-10-14,google,189.09,13353,433
2024-10-14,tiktok,160.83,27259,556
2024-10-15,meta,418.34,41708,696
2024-10-15,google,171.21,12091,392
2024-10-15,tiktok,146.06,24755,505
2024-10-16,meta,431.91,43061,719
2024-10-16,google,209.18,14772,479
2024-10-16,tiktok,121.19,20540,419
2024-10-17,meta,359.15,35807,598
2024-10-17,google,204.77,14461,469
2024-10-17,tiktok,133.04,22549,460
2024-10-18,meta,407.15,40593,678
2024-10-18,google,198.35,14007,454
2024-10-18,tiktok,141.1,23915,488
2024-10-19,meta,363.21,36212,604
2024-10-19,google,200.14,14134,459
2024-10-19,tiktok,138.65,23500,479
2024-10-20,meta,388.13,38696,646
2024-10-20,google,166.73,11774,382
2024-10-20,tiktok,136.98,23216,473
2024-10-21,meta,358.37,35729,596
2024-10-21,google,206.74,14600,474
2024-10-21,tiktok,121.12,20528,419
2024-10-22,meta,430.59,42930,717
2024-10-22,google,203.25,14353,466
2024-10-22,tiktok,158.76,26908,549
2024-10-23,meta,404.41,40320,673
2024-10-23,google,207.41,14647,475
2024-10-23,tiktok,142.06,24077,491
2024-10-24,meta,442.96,44163,737
2024-10-24,google,200.43,14154,459
2024-10-24,tiktok,132.7,22491,459
2024-10-25,meta,466.29,46489,776
2024-10-25,google,176.11,12437,403
2024-10-25,tiktok,127.21,21561,440
2024-10-26,meta,370.01,36890,616
2024-10-26,google,165.84,11711,380
2024-10-26,tiktok,147.79,25049,511
2024-10-27,meta,433.15,43185,721
2024-10-27,google,167.81,11850,384
2024-10-27,tiktok,127.55,21618,441
2024-10-28,meta,369.66,36855,615
2024-10-28,google,215.05,15187,493
2024-10-28,tiktok,124.83,21157,431
2024-10-29,meta,423.62,42235,705
2024-10-29,google,212.44,15002,487
2024-10-29,tiktok,120.66,20450,417
2024-10-30,meta,451.62,45026,752
2024-10-30,google,207.46,14651,475
2024-10-30,tiktok,125.12,21206,432
2024-10-31,meta,419.11,41785,697
2024-10-31,google,179.58,12682,411
2024-10-31,tiktok,139.75,23686,483
2024-11-01,meta,658.76,64584,1069
2024-11-01,google,340.42,23640,761
2024-11-01,tiktok,247.19,41198,833
2024-11-02,meta,779.33,76404,1265
2024-11-02,google,292.41,20306,653
2024-11-02,tiktok,258.3,43050,871
2024-11-03,meta,685.63,67218,1113
2024-11-03,google,289.18,20081,646
2024-11-03,tiktok,197.28,32880,665
2024-11-04,meta,670.72,65756,1088
2024-11-04,google,337.36,23427,754
2024-11-04,tiktok,240.6,40100,811
2024-11-05,meta,724.77,71055,1176
2024-11-05,google,318.15,22093,711
2024-11-05,tiktok,258.56,43093,872
2024-11-06,meta,717.6,70352,1165
2024-11-06,google,282.78,19637,632
2024-11-06,tiktok,209.41,34901,706
2024-11-07,meta,712.79,69881,1157
2024-11-07,google,296.17,20567,662
2024-11-07,tiktok,225.21,37535,759
2024-11-08,meta,769.95,75485,1250
2024-11-08,google,336.0,23333,751
2024-11-08,tiktok,234.42,39070,790
2024-11-09,meta,744.83,73022,1209
2024-11-09,google,302.31,20993,675
2024-11-09,tiktok,261.97,43661,883
2024-11-10,meta,589.63,57806,957
2024-11-10,google,337.62,23445,754
2024-11-10,tiktok,213.61,35601,720
2024-11-11,meta,788.63,77316,1280
2024-11-11,google,307.45,21350,687
2024-11-11,tiktok,229.44,38240,773
2024-11-12,meta,772.02,75688,1253
2024-11-12,google,332.19,23068,742
2024-11-12,tiktok,222.34,37056,750
2024-11-13,meta,727.2,71294,1180
2024-11-13,google,277.68,19283,620
2024-11-13,tiktok,229.56,38260,774
2024-11-14,meta,743.47,72889,1207
2024-11-14,google,265.06,18406,592
2024-11-14,tiktok,215.99,35998,728
2024-11-15,meta,617.1,60500,1001
2024-11-15,google,344.48,23922,770
2024-11-15,tiktok,255.32,42553,861
2024-11-16,meta,684.78,67135,1111
2024-11-16,google,319.29,22172,713
2024-11-16,tiktok,236.07,39345,796
2024-11-17,meta,678.31,66500,1101
2024-11-17,google,283.84,19711,634
2024-11-17,tiktok,210.9,35150,711
2024-11-18,meta,766.6,75156,1244
2024-11-18,google,290.0,20138,648
2024-11-18,tiktok,221.29,36881,746
2024-11-19,meta,590.7,57911,959
2024-11-19,google,307.84,21377,688
2024-11-19,tiktok,199.36,33226,672
2024-11-20,meta,617.62,60550,1002
2024-11-20,google,313.03,21738,699
2024-11-20,tiktok,197.12,32853,664
2024-11-21,meta,675.97,66271,1097
2024-11-21,google,309.91,21521,692
2024-11-21,tiktok,216.92,36153,731
2024-11-22,meta,628.12,61580,1019
2024-11-22,google,285.63,19835,638
2024-11-22,tiktok,258.83,43138,873
2024-11-23,meta,640.25,62769,1039
2024-11-23,google,330.65,22961,739
2024-11-23,tiktok,243.39,40565,821
2024-11-24,meta,710.59,69665,1153
2024-11-24,google,275.47,19129,615
2024-11-24,tiktok,239.33,39888,807
2024-11-25,meta,595.4,58372,966
2024-11-25,google,328.1,22784,733
2024-11-25,tiktok,197.55,32925,666
2024-11-26,meta,695.49,68185,1129
2024-11-26,google,271.51,18854,607
2024-11-26,tiktok,218.19,36365,736
2024-11-27,meta,721.26,70711,1170
2024-11-27,google,267.6,18583,598
2024-11-27,tiktok,244.9,40816,826
2024-11-28,meta,725.42,71119,1177
2024-11-28,google,297.13,20634,664
2024-11-28,tiktok,206.27,34378,695
2024-11-29,meta,628.6,61627,1020
2024-11-29,google,257.59,17888,575
2024-11-29,tiktok,216.27,36045,729
2024-11-30,meta,689.54,67601,1119
2024-11-30,google,328.2,22791,733
2024-11-30,tiktok,196.72,32786,663
2024-12-01,meta,639.65,61682,1012
2024-12-01,google,273.74,18698,596
2024-12-01,tiktok,221.8,36360,729
2024-12-02,meta,797.57,76911,1262
2024-12-02,google,318.49,21754,694
2024-12-02,tiktok,204.74,33563,673
2024-12-03,meta,656.92,63348,1039
2024-12-03,google,266.77,18221,581
2024-12-03,tiktok,228.71,37493,752
2024-12-04,meta,814.2,78514,1288
2024-12-04,google,308.03,21040,671
2024-12-04,tiktok,262.87,43093,864
2024-12-05,meta,676.45,65231,1070
2024-12-05,google,342.68,23407,747
2024-12-05,tiktok,233.66,38304,768
2024-12-06,meta,659.32,63579,1043
2024-12-06,google,261.14,17837,569
2024-12-06,tiktok,226.4,37114,744
2024-12-07,meta,810.69,78176,1283
2024-12-07,google,299.2,20437,652
2024-12-07,tiktok,201.65,33057,663
2024-12-08,meta,766.85,73948,1213
2024-12-08,google,282.71,19310,616
2024-12-08,tiktok,210.68,34537,692
2024-12-09,meta,626.92,60455,992
2024-12-09,google,275.39,18810,600
2024-12-09,tiktok,213.45,34991,702
2024-12-10,meta,763.4,73616,1208
2024-12-10,google,313.96,21445,684
2024-12-10,tiktok,227.64,37318,748
2024-12-11,meta,736.9,71060,1166
2024-12-11,google,267.68,18284,583
2024-12-11,tiktok,252.57,41404,830
2024-12-12,meta,806.89,77810,1277
2024-12-12,google,339.32,23177,739
2024-12-12,tiktok,237.27,38896,780
2024-12-13,meta,773.23,74564,1224
2024-12-13,google,296.85,20276,647
2024-12-13,tiktok,245.55,40254,807
2024-12-14,meta,678.05,65385,1073
2024-12-14,google,345.06,23569,752
2024-12-14,tiktok,208.7,34213,686
2024-12-15,meta,615.71,59374,974
2024-12-15,google,334.9,22875,730
2024-12-15,tiktok,226.0,37049,743
2024-12-16,meta,684.97,66053,1084
2024-12-16,google,323.97,22129,706
2024-12-16,tiktok,257.9,42278,848
2024-12-17,meta,815.48,78638,1290
2024-12-17,google,292.54,19982,637
2024-12-17,tiktok,231.68,37980,762
2024-12-18,meta,776.47,74876,1229
2024-12-18,google,293.12,20021,639
2024-12-18,tiktok,222.36,36452,731
2024-12-19,meta,612.91,59104,970
2024-12-19,google,282.1,19269,615
2024-12-19,tiktok,223.91,36706,736
2024-12-20,meta,761.17,73401,1204
2024-12-20,google,265.35,18125,578
2024-12-20,tiktok,260.02,42626,855
2024-12-21,meta,791.17,76294,1252
2024-12-21,google,286.13,19544,623
2024-12-21,tiktok,254.92,41790,838
2024-12-22,meta,778.93,75113,1233
2024-12-22,google,310.55,21212,677
2024-12-22,tiktok,238.79,39145,785
2024-12-23,meta,678.52,65431,1074
2024-12-23,google,338.73,23137,738
2024-12-23,tiktok,260.99,42785,858
2024-12-24,meta,725.92,70001,1149
2024-12-24,google,273.82,18703,596
2024-12-24,tiktok,229.46,37616,754
2024-12-25,meta,604.51,58294,956
2024-12-25,google,305.75,20884,666
2024-12-25,tiktok,243.28,39881,800
2024-12-26,meta,765.43,73811,1211
2024-12-26,google,268.02,18307,584
2024-12-26,tiktok,215.86,35386,709
2024-12-27,meta,746.6,71996,1181
2024-12-27,google,272.22,18594,593
2024-12-27,tiktok,247.13,40513,812
2024-12-28,meta,632.74,61016,1001
2024-12-28,google,280.7,19173,612
2024-12-28,tiktok,265.08,43455,871
2024-12-29,meta,745.83,71921,1180
2024-12-29,google,324.35,22155,707
2024-12-29,tiktok,252.6,41409,830
2024-12-30,meta,674.52,65045,1067
2024-12-30,google,309.71,21155,675
2024-12-30,tiktok,236.82,38822,778
2024-12-31,meta,807.94,77911,1278
2024-12-31,google,336.75,23002,734
2024-12-31,tiktok,238.65,39122,784
