date,channel,spend_gbp,impressions,clicks
2024-08-28,tiktok,150.59,26419,548
2024-08-29,meta,407.39,42042,714
2024-08-29,google,211.49,15459,510
2024-08-29,tiktok,157.3,27596,573
2024-08-30,meta,418.99,43239,734
2024-08-30,google,173.42,12676,418
2024-08-30,tiktok,117.93,20689,429
2024-08-31,meta,429.03,44275,752
2024-08-31,google,184.65,13497,445
2024-08-31,tiktok,143.02,25091,521
2024-09-01,meta,460.73,46727,787
2024-09-01,google,169.31,12163,398
2024-09-01,tiktok,142.76,24613,506
2024-09-02,meta,426.16,43221,728
2024-09-02,google,186.74,13415,439
2024-09-02,tiktok,122.13,21056,433
2024-09-03,meta,390.92,39647,667
2024-09-03,google,177.84,12775,418
2024-09-03,tiktok,146.3,25224,519
2024-09-04,meta,453.56,46000,775
2024-09-04,google,177.64,12761,418
2024-09-04,tiktok,147.29,25394,522
2024-09-05,meta,383.58,38902,655
2024-09-05,google,212.2,15244,499
2024-09-05,tiktok,152.29,26256,540
2024-09-06,meta,415.76,42166,710
2024-09-06,google,184.66,13265,434
2024-09-06,tiktok,131.45,22663,466
2024-09-07,meta,387.88,39338,662
2024-09-07,google,213.61,15345,502
2024-09-07,tiktok,135.2,23310,479
2024-09-08,meta,411.39,41723,702
2024-09-08,google,214.61,15417,505
2024-09-08,tiktok,145.78,25134,517
2024-09-09,meta,414.83,42072,708
2024-09-09,google,182.33,13098,429
2024-09-09,tiktok,126.15,21750,447
2024-09-10,meta,392.62,39819,670
2024-09-10,google,201.6,14482,474
2024-09-10,tiktok,144.44,24903,512
2024-09-11,meta,441.55,44781,754
2024-09-11,google,170.55,12252,401
2024-09-11,tiktok,141.26,24355,501
2024-09-12,meta,462.15,46871,789
2024-09-12,google,183.72,13198,432
2024-09-12,tiktok,147.48,25427,523
2024-09-13,meta,363.08,36823,620
2024-09-13,google,213.77,15357,503
2024-09-13,tiktok,143.75,24784,510
2024-09-14,meta,377.56,38292,645
2024-09-14,google,168.01,12069,395
2024-09-14,tiktok,141.32,24365,501
2024-09-15,meta,416.02,42192,710
2024-09-15,google,164.35,11806,386
2024-09-15,tiktok,159.76,27544,567
2024-09-16,meta,460.34,46687,786
2024-09-16,google,185.03,13292,435
2024-09-16,tiktok,123.23,21246,437
2024-09-17,meta,450.41,45680,769
2024-09-17,google,187.11,13441,440
2024-09-17,tiktok,148.25,25560,526
2024-09-18,meta,410.69,41652,701
2024-09-18,google,174.48,12534,410
2024-09-18,tiktok,153.18,26410,543
2024-09-19,meta,468.61,47526,800
2024-09-19,google,172.81,12414,406
2024-09-19,tiktok,141.34,24368,501
2024-09-20,meta,395.3,40091,675
2024-09-20,google,210.89,15150,496
2024-09-20,tiktok,139.54,24058,495
2024-09-21,meta,456.21,46268,779
2024-09-21,google,207.64,14916,488
2024-09-21,tiktok,129.86,22389,461
2024-09-22,meta,445.24,45156,760
2024-09-22,google,182.42,13104,429
2024-09-22,tiktok,157.33,27125,558
2024-09-23,meta,410.55,41637,701
2024-09-23,google,205.2,14741,482
2024-09-23,tiktok,130.13,22436,462
2024-09-24,meta,384.85,39031,657
2024-09-24,google,192.08,13798,452
2024-09-24,tiktok,160.03,27591,568
2024-09-25,meta,408.33,41412,697
2024-09-25,google,167.47,12030,394
2024-09-25,tiktok,140.81,24277,499
2024-09-26,meta,390.57,39611,667
2024-09-26,google,190.12,13658,447
2024-09-26,tiktok,141.01,24312,500
2024-09-27,meta,404.11,40984,690
2024-09-27,google,177.19,12729,417
2024-09-27,tiktok,126.2,21758,448
2024-09-28,meta,433.87,44003,741
2024-09-28,google,191.23,13737,450
2024-09-28,tiktok,128.07,22081,454
2024-09-29,meta,443.46,44975,757
2024-09-29,google,161.57,11607,380
2024-09-29,tiktok,149.42,25762,530
2024-09-30,meta,434.82,44099,742
2024-09-30,google,204.69,14704,481
2024-09-30,tiktok,134.44,23179,477
2024-10-01,meta,441.46,44013,735
2024-10-01,google,206.2,14562,472
2024-10-01,tiktok,162.03,27462,560
2024-10-02,meta,420.21,41895,699
2024-10-02,google,161.97,11438,371
2024-10-02,tiktok,141.7,24016,490
2024-10-03,meta,432.18,43088,719
2024-10-03,google,208.96,14757,479
2024-10-03,tiktok,157.5,26694,544
2024-10-04,meta,413.26,41202,688
2024-10-04,google,189.56,13387,434
2024-10-04,tiktok,139.77,23689,483
2024-10-05,meta,448.88,44753,747
2024-10-05,google,183.02,12925,419
2024-10-05,tiktok,148.18,25115,512
2024-10-06,meta,377.17,37604,628
2024-10-06,google,186.38,13162,427
2024-10-06,tiktok,161.53,27377,558
2024-10-07,meta,400.42,39922,666
2024-10-07,google,198.97,14051,456
2024-10-07,tiktok,147.97,25079,512
2024-10-08,meta,465.21,46381,774
2024-10-08,google,207.98,14687,477
2024-10-08,tiktok,156.86,26586,542
2024-10-09,meta,405.65,40443,675
2024-10-09,google,177.75,12552,407
2024-10-09,tiktok,150.89,25574,522
2024-10-10,meta,453.55,45219,755
2024-10-10,google,209.11,14767,479
2024-10-10,tiktok,121.88,20657,421
2024-10-11,meta,366.32,36522,610
2024-10-11,google,195.5,13806,448
2024-10-11,tiktok,159.48,27030,551
2024-10-12,meta,483.6,48215,805
2024-10-12,google,202.03,14267,463
2024-10-12,tiktok,138.8,23525,480
2024-10-13,meta,370.11,36900,616
2024-10-13,google,195.65,13817,448
2024-10-13,tiktok,157.43,26683,544
2024-10-14,meta,413.69,41245,688
2024-10-14,google,199.05,14057,456
2024-10-14,tiktok,158.74,26905,549
2024-10-15,meta,363.49,36240,605
2024-10-15,google,204.81,14463,469
2024-10-15,tiktok,132.82,22511,459
2024-10-16,meta,405.0,40378,674
2024-10-16,google,168.1,11871,385
2024-10-16,tiktok,142.92,24223,494
2024-10-17,meta,429.12,42783,714
2024-10-17,google,204.61,14449,469
2024-10-17,tiktok,127.58,21623,441
2024-10-18,meta,367.65,36655,612
2024-10-18,google,209.03,14762,479
2024-10-18,tiktok,146.69,24862,507
2024-10-19,meta,388.08,38691,646
2024-10-19,google,211.4,14929,484
2024-10-19,tiktok,126.44,21430,437
2024-10-20,meta,415.9,41465,692
2024-10-20,google,174.22,12303,399
2024-10-20,tiktok,131.21,22238,454
2024-10-21,meta,358.87,35779,597
2024-10-21,google,205.29,14497,470
2024-10-21,tiktok,158.64,26888,548
2024-10-22,meta,443.22,44189,738
2024-10-22,google,168.8,11920,387
2024-10-22,tiktok,139.12,23579,481
2024-10-23,meta,401.3,40009,668
2024-10-23,google,193.04,13632,442
2024-10-23,tiktok,147.5,25000,510
2024-10-24,meta,411.24,41000,684
2024-10-24,google,174.0,12288,399
2024-10-24,tiktok,156.27,26486,540
2024-10-25,meta,382.83,38168,637
2024-10-25,google,181.59,12824,416
2024-10-25,tiktok,140.89,23879,487
2024-10-26,meta,387.62,38646,645
2024-10-26,google,192.16,13570,440
2024-10-26,tiktok,144.78,24538,500
2024-10-27,meta,483.0,48155,804
2024-10-27,google,176.54,12467,404
2024-10-27,tiktok,161.9,27440,560
2024-10-28,meta,440.77,43945,734
2024-10-28,google,175.37,12384,402
2024-10-28,tiktok,144.4,24474,499
2024-10-29,meta,444.26,44293,739
2024-10-29,google,201.91,14259,463
2024-10-29,tiktok,122.44,20752,423
2024-10-30,meta,434.23,43293,723
2024-10-30,google,187.92,13271,431
2024-10-30,tiktok,158.77,26910,549
2024-10-31,meta,393.81,39263,655
2024-10-31,google,204.96,14474,470
2024-10-31,tiktok,146.15,24771,505
2024-11-01,meta,660.58,64762,1072
2024-11-01,google,314.79,21860,703
2024-11-01,tiktok,238.76,39793,805
2024-11-02,meta,728.06,71378,1182
2024-11-02,google,322.44,22391,720
2024-11-02,tiktok,241.4,40233,814
2024-11-03,meta,761.36,74643,1236
2024-11-03,google,314.03,21807,702
2024-11-03,tiktok,258.28,43046,871
2024-11-04,meta,721.55,70740,1171
2024-11-04,google,285.07,19796,637
2024-11-04,tiktok,226.31,37718,763
2024-11-05,meta,707.7,69382,1148
2024-11-05,google,323.48,22463,723
2024-11-05,tiktok,202.07,33678,681
2024-11-06,meta,648.71,63599,1053
2024-11-06,google,324.85,22559,726
2024-11-06,tiktok,207.98,34663,701
2024-11-07,meta,614.92,60286,998
2024-11-07,google,305.98,21248,684
2024-11-07,tiktok,262.99,43831,887
2024-11-08,meta,697.6,68392,1132
2024-11-08,google,339.91,23604,760
2024-11-08,tiktok,253.24,42206,854
2024-11-09,meta,640.81,62824,1040
2024-11-09,google,331.86,23045,742
2024-11-09,tiktok,229.15,38191,772
2024-11-10,meta,754.75,73995,1225
2024-11-10,google,324.77,22553,726
2024-11-10,tiktok,219.25,36541,739
2024-11-11,meta,611.4,59941,992
2024-11-11,google,344.39,23915,770
2024-11-11,tiktok,205.57,34261,693
2024-11-12,meta,787.93,77248,1279
2024-11-12,google,335.07,23268,749
2024-11-12,tiktok,245.9,40983,829
2024-11-13,meta,790.72,77521,1283
2024-11-13,google,344.79,23943,770
2024-11-13,tiktok,251.45,41908,848
2024-11-14,meta,663.37,65036,1076
2024-11-14,google,328.77,22831,735
2024-11-14,tiktok,196.8,32800,663
2024-11-15,meta,698.78,68507,1134
2024-11-15,google,298.3,20715,667
2024-11-15,tiktok,242.35,40391,817
2024-11-16,meta,726.94,71268,1180
2024-11-16,google,310.07,21532,693
2024-11-16,tiktok,252.69,42115,852
2024-11-17,meta,782.5,76715,1270
2024-11-17,google,266.87,18532,596
2024-11-17,tiktok,212.0,35333,715
2024-11-18,meta,592.71,58108,962
2024-11-18,google,337.26,23420,754
2024-11-18,tiktok,234.64,39106,791
2024-11-19,meta,777.31,76206,1261
2024-11-19,google,277.12,19244,619
2024-11-19,tiktok,200.21,33368,675
2024-11-20,meta,758.35,74348,1231
2024-11-20,google,339.54,23579,759
2024-11-20,tiktok,216.73,36121,731
2024-11-21,meta,672.18,65900,1091
2024-11-21,google,269.72,18730,603
2024-11-21,tiktok,261.25,43541,881
2024-11-22,meta,650.63,63787,1056
2024-11-22,google,301.73,20953,674
2024-11-22,tiktok,202.56,33760,683
2024-11-23,meta,771.5,75637,1252
2024-11-23,google,269.35,18704,602
2024-11-23,tiktok,227.2,37866,766
2024-11-24,meta,726.55,71230,1179
2024-11-24,google,324.46,22531,725
2024-11-24,tiktok,261.23,43538,881
2024-11-25,meta,674.43,66120,1094
2024-11-25,google,324.38,22526,725
2024-11-25,tiktok,206.52,34420,696
2024-11-26,meta,673.55,66034,1093
2024-11-26,google,266.02,18473,594
2024-11-26,tiktok,229.66,38276,774
2024-11-27,meta,672.15,65897,1091
2024-11-27,google,343.36,23844,767
2024-11-27,tiktok,198.1,33016,668
2024-11-28,meta,664.35,65132,1078
2024-11-28,google,297.26,20643,664
2024-11-28,tiktok,261.54,43590,882
2024-11-29,meta,764.91,74991,1241
2024-11-29,google,266.05,18475,594
2024-11-29,tiktok,243.23,40538,820
2024-11-30,meta,700.42,68668,1137
2024-11-30,google,345.75,24010,773
2024-11-30,tiktok,220.63,36771,744
2024-12-01,meta,687.45,66292,1088
2024-12-01,google,275.57,18823,600
2024-12-01,tiktok,207.69,34047,683
2024-12-02,meta,783.16,75521,1239
2024-12-02,google,299.71,20471,653
2024-12-02,tiktok,245.68,40275,808
2024-12-03,meta,739.27,71289,1170
2024-12-03,google,312.7,21359,681
2024-12-03,tiktok,200.6,32885,659
2024-12-04,meta,770.13,74265,1219
2024-12-04,google,280.47,19157,611
2024-12-04,tiktok,207.95,34090,683
2024-12-05,meta,722.86,69706,1144
2024-12-05,google,264.52,18068,576
2024-12-05,tiktok,252.87,41454,831
2024-12-06,meta,646.82,62374,1023
2024-12-06,google,277.95,18985,606
2024-12-06,tiktok,260.22,42659,855
2024-12-07,meta,672.65,64864,1064
2024-12-07,google,271.71,18559,592
2024-12-07,tiktok,262.39,43014,863
2024-12-08,meta,603.36,58183,955
2024-12-08,google,336.51,22985,733
2024-12-08,tiktok,209.27,34306,688
2024-12-09,meta,630.41,60791,997
2024-12-09,google,281.11,19201,612
2024-12-09,tiktok,211.37,34650,695
2024-12-10,meta,743.38,71685,1176
2024-12-10,google,260.61,17801,568
2024-12-10,tiktok,200.15,32811,658
2024-12-11,meta,770.81,74330,1220
2024-12-11,google,279.95,19122,610
2024-12-11,tiktok,221.86,36370,729
2024-12-12,meta,639.82,61699,1012
2024-12-12,google,263.04,17967,573
2024-12-12,tiktok,251.23,41185,826
2024-12-13,meta,714.67,68917,1131
2024-12-13,google,326.23,22283,711
2024-12-13,tiktok,232.57,38126,764
2024-12-14,meta,768.26,74084,1216
2024-12-14,google,305.05,20836,665
2024-12-14,tiktok,206.77,33896,680
2024-12-15,meta,709.94,68460,1123
2024-12-15,google,344.44,23527,750
2024-12-15,tiktok,202.15,33139,664
2024-12-16,meta,769.37,74191,1217
2024-12-16,google,337.29,23038,735
2024-12-16,tiktok,235.75,38647,775
2024-12-17,meta,700.19,67520,1108
2024-12-17,google,346.14,23643,754
2024-12-17,tiktok,203.38,33340,668
2024-12-18,meta,704.65,67950,1115
2024-12-18,google,294.87,20141,642
2024-12-18,tiktok,247.32,40544,813
2024-12-19,meta,707.05,68182,1119
2024-12-19,google,341.19,23305,743
2024-12-19,tiktok,204.27,33486,671
2024-12-20,meta,619.94,59782,981
2024-12-20,google,313.71,21428,683
2024-12-20,tiktok,203.72,33396,670
2024-12-21,meta,661.26,63766,1046
2024-12-21,google,315.97,21582,688
2024-12-21,tiktok,237.64,38957,781
2024-12-22,meta,671.93,64795,1063
2024-12-22,google,348.93,23834,760
2024-12-22,tiktok,236.39,38752,777
2024-12-23,meta,699.27,67432,1106
2024-12-23,google,313.45,21410,683
2024-12-23,tiktok,206.07,33781,677
2024-12-24,meta,752.05,72521,1190
2024-12-24,google,336.0,22950,732
2024-12-24,tiktok,244.85,40139,805
2024-12-25,meta,766.34,73899,1213
2024-12-25,google,323.97,22129,706
2024-12-25,tiktok,214.21,35116,704
2024-12-26,meta,698.81,67387,1106
2024-12-26,google,279.09,19063,608
2024-12-26,tiktok,222.92,36544,733
2024-12-27,meta,699.23,67428,1106
2024-12-27,google,296.18,20230,645
2024-12-27,tiktok,205.79,33736,676
2024-12-28,meta,693.54,66879,1097
2024-12-28,google,318.89,21782,695
2024-12-28,tiktok,225.41,36952,741
2024-12-29,meta,635.22,61255,1005
2024-12-29,google,342.4,23387,746
2024-12-29,tiktok,203.82,33413,670
2024-12-30,meta,779.7,75188,1234
2024-12-30,google,266.76,18221,581
2024-12-30,tiktok,205.89,33752,677
2024-12-31,meta,759.92,73280,1202
2024-12-31,google,332.26,22695,724
2024-12-31,tiktok,238.2,39049,783
